ID,Date,SalePrice,PropertyID,PropertyType,Bedrooms,Bathrooms,SqFtTotLiving,SqFtLot,YrBuilt
14141,10/18/09,780000,4139430810,Single Family,3,2.5,2979,17313,1993
14142,10/22/07,1048000,4139430820,Single Family,4,2.5,3950,10995,1993
14143,6/15/06,825000,4139440050,Single Family,4,2.75,3070,8998,1994
14144,12/31/09,665000,4139440050,Single Family,4,2.75,3070,8998,1994
14145,5/17/10,625000,4139440100,Single Family,3,2.5,2610,8481,1993
14146,6/12/08,800000,4139440670,Single Family,5,2.5,2640,15218,1994
14147,12/26/06,839000,4139440740,Single Family,4,2.5,2620,7847,1992
14148,4/26/06,875000,4139440760,Single Family,4,2.5,3260,8809,1992
14149,7/18/07,925000,4139440760,Single Family,4,2.5,3260,8809,1992
14150,4/15/11,710000,4139440840,Single Family,4,2.75,2850,9327,1993
14151,3/7/06,700000,4139450070,Single Family,3,2.5,2710,12068,1995
14152,12/16/08,810000,4139450790,Single Family,4,2.5,4023,10145,1996
14153,6/30/09,850000,4139460010,Single Family,4,2.5,3560,14102,1995
14154,5/30/06,991000,4139460310,Single Family,4,2.5,3220,10277,1997
14155,9/27/11,700000,4139460330,Single Family,3,2.5,3080,9107,1995
14156,8/8/11,1500000,4139470040,Single Family,4,4.75,4960,11853,1998
14157,8/5/13,1500000,4139470040,Single Family,4,4.75,4960,11853,1998
14158,6/18/14,1384000,4139480200,Single Family,4,3.25,4290,12103,1997
14159,12/8/06,1775000,4139500110,Single Family,4,4,4960,15240,1999
14160,11/22/06,912500,4139660300,Single Family,4,2.5,3650,19976,1996
14161,6/8/12,680000,4139700150,Single Family,5,3.5,3330,5139,2011
14162,6/19/09,689450,4139700260,Single Family,5,3.5,3330,3705,2008
14163,5/2/12,704900,4139700260,Single Family,5,3.5,3330,3705,2008
14164,5/19/14,1468000,4139900050,Single Family,5,4,5010,34460,1988
14165,9/10/07,1550000,4139900120,Single Family,4,5.25,4670,43950,1989
14166,1/11/11,1425000,4139900230,Single Family,6,4.75,5050,31860,1988
14167,6/25/07,1350000,4139910030,Single Family,5,2.5,4170,33310,1991
14168,7/15/09,1000000,4139910030,Single Family,5,2.5,4170,33310,1991
14169,5/17/13,1468000,4139910180,Single Family,5,4,4770,31570,1990
14170,5/5/06,1350000,4139910270,Single Family,4,3.75,4910,50094,1991
14171,8/23/07,479000,4140090200,Single Family,4,2.25,2710,9557,1977
14172,8/10/06,450000,4140090230,Single Family,3,1.75,2230,10938,1977
14173,10/1/06,535000,4140090320,Single Family,5,2.75,3940,6750,1978
14174,5/29/07,442000,4140500085,Single Family,3,2.25,2010,11600,1961
14175,4/29/12,484500,4140500180,Single Family,5,2.5,2730,17240,1958
14176,2/20/09,310000,4140900340,Single Family,3,1.75,1540,9552,1967
14177,4/12/12,249995,4140910050,Single Family,3,2.25,2236,4825,2011
14178,12/7/11,289995,4140910190,Single Family,3,2.25,2236,4361,2011
14179,2/14/06,975000,4141000060,Single Family,4,2.5,3180,10319,1986
14180,6/13/13,1350000,4141000300,Single Family,4,2.5,3260,10802,1986
14181,12/11/07,1350000,4141000450,Single Family,4,2.5,3180,10592,1986
14182,7/19/06,1624000,4141010110,Single Family,4,3.5,4330,15335,1988
14183,7/12/06,1300000,4141010420,Single Family,4,3.25,3300,10120,1988
14184,7/30/07,1440000,4141010460,Single Family,4,3.25,3730,10411,1988
14185,12/21/10,390000,4141300010,Single Family,5,2.75,2460,11280,1967
14186,1/18/08,562000,4141300080,Single Family,3,2.25,2100,10104,1967
14187,11/10/06,680000,4141650200,Single Family,4,2.5,2410,11360,1988
14188,3/29/07,1040000,4141650240,Single Family,3,2.75,3480,16050,1988
14189,1/19/11,1825000,4141670130,Single Family,5,4.25,5720,12988,1988
14190,8/8/06,373000,4141680180,Single Family,3,2.5,1610,5760,1987
14191,4/13/09,950000,4141750030,Single Family,4,3.25,3320,5003,2007
14192,8/18/06,339950,4142450030,Single Family,3,2.5,1890,3953,2004
14193,11/4/10,235000,4142450040,Single Family,3,2.5,1610,5024,2004
14194,8/2/10,255000,4142450170,Single Family,3,2.5,1520,3606,2004
14195,3/16/06,307000,4142450300,Single Family,3,2.5,1790,5095,2004
14196,1/29/12,215000,4142450320,Single Family,3,2.5,1560,4237,2004
14197,9/26/07,312500,4142450420,Single Family,3,2.5,1300,4598,2004
14198,6/23/08,314950,4142450530,Single Family,3,2.5,1890,4745,2004
14199,6/3/08,319950,4142450540,Single Family,3,2.5,1790,4745,2004
14200,7/13/09,285100,4142450560,Single Family,3,2.5,1790,4776,2004
14201,11/6/06,269950,4144300070,Single Family,2,1,1300,7280,1931
14202,12/7/07,295000,4144300070,Single Family,2,1,1300,7280,1931
14203,3/26/07,943000,4145520010,Single Family,4,2.5,3500,11555,2006
14204,11/12/07,1075000,4145520050,Single Family,4,3,3580,9831,2006
14205,2/4/10,799950,4145520130,Single Family,5,2.5,3720,6600,2007
14206,10/10/06,565000,4146800050,Single Family,3,2,1580,5289,1940
14207,1/2/08,385000,4146800070,Single Family,3,1,1730,5535,1940
14208,4/27/12,820000,4147200040,Single Family,5,2.25,3650,13068,1976
14209,1/3/07,1499000,4151800145,Single Family,5,3.5,5060,6139,2006
14210,5/3/07,1360000,4151800295,Single Family,4,2.5,3330,6337,2006
14211,6/21/06,1500000,4151800410,Single Family,5,3.25,3540,5971,2005
14212,6/9/06,1028700,4151800456,Single Family,6,4,4080,5920,2004
14213,9/26/06,1700000,4151800540,Single Family,4,4.5,5100,7420,2004
14214,8/2/06,1300000,4151800545,Single Family,4,3.25,3610,6089,2003
14215,7/26/06,685000,4151800585,Single Family,3,2,1670,6288,1942
14216,3/24/08,710000,4151800585,Single Family,3,2,1670,6288,1942
14217,5/2/07,640000,4154300030,Single Family,3,1.75,2350,7200,1948
14218,1/15/15,245000,4154300275,Single Family,2,2,990,4800,1908
14219,9/26/14,235000,4154300296,Single Family,3,1.75,1660,5030,1955
14220,3/20/06,470000,4154302090,Single Family,2,1,1400,7200,1948
14221,1/18/07,505000,4154302635,Single Family,3,2.5,1710,3590,1988
14222,3/26/09,430000,4154302645,Single Family,3,2.5,2030,3590,1988
14223,12/13/07,387150,4154302850,Single Family,2,1.5,1350,3600,1953
14224,9/30/08,375000,4154302850,Single Family,2,1.5,1350,3600,1953
14225,10/12/09,360000,4154302875,Single Family,4,2,2200,7200,1946
14226,11/20/06,743000,4154303250,Single Family,4,2.5,2940,5160,1938
14227,8/2/11,601600,4154303760,Single Family,3,1.5,1930,3780,1907
14228,5/1/06,535000,4154303775,Single Family,4,2.5,1600,6300,1942
14229,7/28/08,739000,4154303995,Single Family,4,2.5,3110,4800,2006
14230,3/28/06,412500,4154304140,Single Family,2,1.5,2000,5400,1951
14231,2/3/10,399000,4154304140,Single Family,2,1.5,2000,5400,1951
14232,4/9/07,599950,4154304200,Single Family,4,2.5,2430,4800,1927
14233,4/3/07,630000,4154304255,Single Family,3,3.5,2610,3600,2000
14234,9/28/09,415000,4154304271,Single Family,3,1.5,1440,7200,1947
14235,11/15/06,499000,4154304869,Single Family,3,1,2070,3600,1918
14236,10/1/12,430000,4154305125,Single Family,2,1,860,7214,1916
14237,4/29/13,699000,4154305575,Single Family,3,2.5,2230,7200,1996
14238,9/3/14,836500,4154305575,Single Family,3,2.5,2230,7200,1996
14239,8/13/10,453000,4154305660,Single Family,3,2,1640,6480,1952
14240,9/13/07,282500,4156300160,Single Family,3,2.5,1780,9767,1980
14241,12/28/07,345000,4156300580,Single Family,3,1.75,1370,9601,1980
14242,12/31/12,288650,4157500020,Single Family,3,1.5,1510,9840,1959
14243,1/3/06,430000,4157600130,Single Family,5,2.5,2820,11900,1963
14244,7/18/06,738000,4159800110,Single Family,4,2.5,2340,14478,1995
14245,1/26/06,739000,4159800140,Single Family,4,2.5,2730,10656,1996
14246,9/15/06,278000,4166600477,Single Family,3,2.5,3405,11250,2007
14247,11/5/07,497950,4166800080,Single Family,4,2.5,2441,7316,2007
14248,10/23/07,521494,4166800090,Single Family,4,2.5,2751,7316,2007
14249,10/23/07,545300,4166800110,Single Family,3,2.5,2708,8095,2007
14250,6/14/07,478832,4166800240,Single Family,4,2.5,2751,7278,2007
14251,7/25/07,444950,4166800250,Single Family,4,2.5,2506,7726,2007
14252,8/14/07,475712,4166800280,Single Family,4,2.5,2441,7210,2007
14253,4/23/07,450950,4166800320,Single Family,4,2.5,2506,7206,2007
14254,5/6/13,208000,4167700160,Single Family,5,2.5,3000,9680,1967
14255,10/2/06,324950,4167700200,Single Family,5,2.25,2100,9600,1966
14256,11/8/10,418000,4167800130,Single Family,5,2.25,2600,9600,1969
14257,7/1/09,269000,4167900180,Single Family,3,2.5,1870,8625,1976
14258,10/11/06,280000,4167950240,Single Family,3,2.5,1250,7623,1992
14259,1/30/08,269950,4167950240,Single Family,3,2.5,1250,7623,1992
14260,1/8/07,385000,4167950470,Single Family,3,2.25,2360,6599,1990
14261,10/12/10,230000,4167960330,Single Family,3,2,1820,7750,1992
14262,6/26/06,320000,4167960460,Single Family,4,2.5,2080,8550,1992
14263,5/4/07,320000,4168000080,Single Family,6,2.5,1440,12600,1962
14264,8/22/06,256450,4168000140,Single Family,4,1,1350,10400,1962
14265,10/21/13,225000,4168100100,Single Family,4,2,1300,10112,1963
14266,4/19/10,250000,4168100380,Single Family,4,1.75,1920,9856,1963
14267,1/31/06,590000,4169600050,Single Family,5,2.25,2580,44510,1959
14268,6/23/09,446950,4172100005,Single Family,4,1,1790,4075,1927
14269,6/1/07,610000,4172100240,Single Family,3,2.5,1770,3744,1929
14270,3/28/08,670000,4172100280,Single Family,4,2,2270,4680,1926
14271,10/12/06,389000,4174600041,Single Family,2,1,1890,19745,1926
14272,2/5/13,460000,4174600072,Single Family,4,3.5,2710,5722,1997
14273,10/31/06,600000,4174600083,Single Family,5,3,2610,8505,1990
14274,1/26/06,260000,4174600387,Single Family,3,1.5,1000,5616,1970
14275,9/23/08,349950,4174600389,Single Family,4,2,1720,6150,1966
14276,6/28/06,340000,4174600391,Single Family,5,2,1820,5054,1970
14277,12/5/08,723750,4178300040,Single Family,3,2.5,3080,13870,1981
14278,11/16/12,784950,4178300190,Single Family,4,3.5,3530,13786,1982
14279,3/22/12,640000,4178300400,Single Family,3,2.5,2710,13515,1979
14280,4/16/07,705000,4178310010,Single Family,4,3.25,2500,13575,1979
14281,3/11/13,590000,4178310010,Single Family,4,3.25,2500,13575,1979
14282,6/20/12,220000,4178500440,Single Family,3,2,1410,6600,1990
14283,10/30/06,334000,4178500600,Single Family,3,2.25,1570,7040,1990
14284,6/7/06,314000,4178500980,Single Family,3,2,1620,6450,1989
14285,10/6/11,835000,4178700110,Single Family,4,3.5,3890,51400,1988
14286,2/27/07,709950,4178900060,Single Family,4,2.5,2950,6782,2007
14287,4/9/07,739950,4178900070,Single Family,4,2.5,3270,6055,2007
14288,3/14/07,347000,4179500080,Single Family,3,1,1010,7235,1955
14289,8/12/06,369500,4180110070,Single Family,4,2.75,1890,6000,1994
14290,5/19/06,385000,4180400090,Single Family,4,2.5,2700,10814,1966
14291,12/5/12,229900,4181200540,Townhouse,4,2.75,1830,3420,2012
14292,5/19/10,317500,4187000010,Single Family,4,2.5,2230,6538,2010
14293,3/25/10,317275,4187000020,Single Family,4,2.5,2020,5448,2010
14294,5/26/10,321975,4187000030,Single Family,3,2.5,2000,5848,2010
14295,12/22/10,372900,4187000050,Single Family,3,2.5,2230,8801,2010
14296,6/21/10,345900,4187000190,Single Family,3,2.5,2000,4500,2010
14297,4/27/10,354450,4187000250,Single Family,4,2.5,2500,4500,2010
14298,5/26/10,302900,4187000260,Single Family,3,2.5,1680,4499,2010
14299,8/16/10,323400,4187000400,Single Family,4,2.5,2020,4690,2010
14300,11/23/10,354000,4187000450,Single Family,4,2.5,2490,4692,2010
14301,5/27/10,325425,4187000510,Single Family,4,2.5,2020,4668,2010
14302,3/12/10,322025,4187000520,Single Family,3,2.5,1770,4874,2010
14303,2/5/10,291850,4187000570,Single Family,4,2.5,1660,6330,2010
14304,2/9/10,330625,4187000580,Single Family,4,2.5,2020,5617,2010
14305,8/30/10,346075,4187000660,Single Family,4,2.5,2020,5501,2010
14306,8/6/10,412200,4187200070,Single Family,3,2.5,2670,10001,2010
14307,7/9/10,415500,4187200090,Single Family,3,2.5,2980,10162,2010
14308,7/9/10,426650,4187200170,Single Family,3,2.5,2980,10001,2010
14309,10/6/10,443900,4187200290,Single Family,4,2.5,3080,10400,2010
14310,9/19/08,825000,4188000360,Single Family,4,3.25,4200,48388,1985
14311,10/24/06,786000,4188000450,Single Family,4,2.5,2950,21230,1985
14312,2/9/06,711000,4188000640,Single Family,4,2.5,2540,28563,1984
14313,12/16/09,613000,4188300030,Single Family,5,3,3490,6091,2009
14314,6/20/12,565000,4188300090,Single Family,3,2.5,2810,4674,2012
14315,12/7/12,550000,4188300160,Single Family,3,2.5,2710,7415,2012
14316,1/25/12,579000,4188300180,Single Family,3,2.5,2870,7288,2012
14317,2/27/07,900000,4188400150,Single Family,5,2.25,3130,20867,1973
14318,1/23/06,325000,4189800020,Single Family,3,1,1570,10050,1963
14319,10/26/07,386950,4189800050,Single Family,3,1,1060,10050,1967
14320,10/12/06,270500,4193000070,Single Family,3,1.75,1440,8400,1962
14321,7/6/07,379950,4193100080,Single Family,3,2.5,1960,3463,2002
14322,3/1/06,510000,4193500120,Single Family,5,2.25,2860,12323,1967
14323,6/13/07,580000,4193500130,Single Family,3,1.75,1940,9118,1972
14324,5/2/08,554000,4193500160,Single Family,5,2.5,3020,8500,1967
14325,7/26/06,289950,4197400021,Single Family,3,1.5,1780,12650,1948
14326,3/13/07,312900,4197400021,Single Family,3,1.5,1780,12650,1948
14327,6/28/07,350000,4197400021,Single Family,3,1.5,1780,12650,1948
14328,7/30/08,333000,4197400080,Single Family,3,1.75,2000,8013,1941
14329,1/28/15,175000,4202400078,Single Family,2,1,1410,7000,1968
14330,4/6/06,251000,4202400115,Single Family,3,1.75,1560,8350,1946
14331,12/4/13,219000,4202400355,Single Family,3,1,1210,7889,1928
14332,6/22/07,300000,4204400020,Single Family,2,1,940,9100,1942
14333,1/11/06,373900,4204400098,Single Family,5,1.75,2190,8250,1963
14334,1/19/15,250000,4204400098,Single Family,5,1.75,2190,8250,1963
14335,12/1/08,565000,4204400184,Single Family,3,2.5,3649,5130,2006
14336,8/24/06,495000,4206900585,Single Family,4,1.75,2170,4000,1930
14337,5/9/07,487000,4206901070,Single Family,2,1,1020,4000,1906
14338,5/31/06,501650,4206901340,Single Family,2,1.75,1230,3100,1925
14339,9/7/06,470000,4206901380,Single Family,2,1,1400,4000,1916
14340,12/8/06,520000,4206901435,Single Family,2,1.75,1450,4000,1903
14341,1/9/08,1125000,4206901480,Single Family,4,3.5,4330,4000,2007
14342,12/7/06,595000,4206901495,Single Family,3,1.75,1660,4000,1937
14343,4/10/07,640000,4206901535,Single Family,4,2,2190,4000,1905
14344,12/19/06,650000,4206901685,Single Family,3,2.25,2250,4000,1918
14345,7/16/09,329950,4207401323,Townhouse,3,2.5,1260,1187,2009
14346,8/5/09,292000,4207401336,Townhouse,2,1.5,960,1069,2009
14347,9/30/09,305000,4207401337,Townhouse,2,1.5,960,1001,2009
14348,12/13/07,580000,4213500020,Single Family,4,3.5,3190,14000,1997
14349,5/5/06,435750,4213900030,Single Family,4,2.25,1860,6500,1982
14350,2/21/06,1530000,4214300040,Single Family,4,3.5,3730,11190,2005
14351,8/9/06,437990,4215100060,Single Family,3,2.5,2653,4510,2006
14352,7/16/06,535000,4215200020,Single Family,3,1.75,1960,12219,1967
14353,9/20/09,789990,4215220010,Single Family,4,0,3960,7150,2009
14354,1/20/09,749990,4215220020,Single Family,4,3.25,3870,4150,2007
14355,3/6/07,653000,4215250010,Single Family,4,2.5,3060,27855,1988
14356,10/5/09,695000,4215250130,Single Family,4,2.5,3400,35000,1983
14357,7/16/08,839950,4215250170,Single Family,5,2.75,4120,35492,1984
14358,6/29/07,959950,4215250260,Single Family,4,3,4030,35001,1983
14359,10/9/12,772000,4215250430,Single Family,4,3.25,4030,27872,1983
14360,7/18/12,769990,4215260310,Single Family,4,3.25,3980,6720,2012
14361,3/27/12,769990,4215260380,Single Family,4,3.5,4304,6719,2012
14362,9/12/06,380000,4215500010,Single Family,4,2.5,1820,4778,2001
14363,11/5/14,754995,4216500080,Single Family,4,2.75,3330,7601,2013
14364,12/7/06,369000,4216600060,Single Family,4,2.5,1980,5000,2004
14365,2/11/08,850000,4217400030,Single Family,3,2,2200,3880,1964
14366,2/22/08,712500,4217400040,Single Family,3,1.75,1410,5520,1941
14367,7/30/07,800000,4217400235,Single Family,4,1.75,2000,6000,1946
14368,2/12/08,615000,4217400585,Single Family,3,1.75,1910,4800,1949
14369,10/20/09,635000,4217400585,Single Family,3,1.75,1910,4800,1949
14370,11/19/07,617000,4217400590,Single Family,4,1.5,1790,5040,1947
14371,8/7/07,775000,4217400629,Single Family,2,1.75,1810,5280,1947
14372,9/9/09,749000,4217400675,Single Family,5,2,3260,4800,1928
14373,7/12/12,815000,4217400675,Single Family,5,2,3260,4800,1928
14374,6/30/10,780000,4217400680,Single Family,4,2.75,2720,4800,1928
14375,6/21/06,731000,4217400775,Single Family,4,2.75,2040,4800,1926
14376,9/15/08,629000,4217400945,Single Family,3,2,1730,4800,1940
14377,12/16/09,545000,4217400945,Single Family,3,2,1730,4800,1940
14378,11/24/10,535000,4217400965,Single Family,3,1.75,2050,4800,1926
14379,2/21/07,1125000,4217401130,Single Family,4,3.75,3080,4000,1940
14380,8/23/06,829000,4217401240,Single Family,4,2.25,2750,6000,1939
14381,5/24/07,835000,4217401240,Single Family,4,2.25,2750,6000,1939
14382,4/21/06,1600000,4217401365,Single Family,5,3.25,4040,10300,1927
14383,6/18/10,1290000,4217401415,Single Family,4,3,3930,8425,1926
14384,6/13/06,2800000,4217402010,Single Family,5,3,4470,18407,1922
14385,6/6/06,900000,4217402200,Single Family,4,1.5,2720,8171,1926
14386,8/2/06,845000,4218400060,Single Family,3,1.5,2400,4094,1931
14387,7/6/06,1040000,4218400175,Single Family,5,3,3260,5657,1941
14388,7/23/07,1550000,4218400650,Single Family,4,3.25,3640,5500,1940
14389,2/9/10,1290000,4219400135,Single Family,4,3.5,4000,3880,2004
14390,8/31/09,975000,4219400660,Single Family,4,3.25,2750,7000,1940
14391,5/3/06,1250000,4219400735,Single Family,4,2.75,3850,7200,1928
14392,8/1/11,1650000,4219400785,Single Family,4,4,3630,7200,1936
14393,6/24/08,1846976,4219400895,Single Family,6,3.5,4990,6398,1957
14394,5/12/10,1675000,4219400990,Single Family,5,3.5,3760,5880,1926
14395,6/15/06,1560000,4219401000,Single Family,4,3.25,3460,4448,1970
14396,4/21/06,499000,4219600110,Single Family,4,2.5,2140,5148,2006
14397,4/1/06,540000,4219600130,Single Family,4,2.5,2580,5339,2006
14398,3/29/06,571556,4219600240,Single Family,4,2.5,3120,5909,2006
14399,5/1/06,575000,4219600250,Single Family,4,2.5,3130,5833,2006
14400,1/5/06,542067,4219600320,Single Family,4,2.5,2990,5686,2006
14401,10/14/08,544647,4219600370,Single Family,4,2.5,2580,5701,2008
14402,5/2/06,562000,4219600450,Single Family,4,2.5,2940,5761,2006
14403,7/25/06,586000,4219600490,Single Family,4,2.5,3120,5761,2006
14404,4/27/06,463896,4219600550,Single Family,4,2.5,2140,4500,2006
14405,7/14/06,529000,4219600660,Single Family,4,2.5,2140,4500,2006
14406,2/28/06,455000,4219600690,Single Family,4,2.5,2140,6201,2006
14407,5/18/06,515000,4219600690,Single Family,4,2.5,2140,6201,2006
14408,3/18/09,432000,4219610030,Single Family,4,2.5,2580,4776,2008
14409,12/9/08,549000,4219610140,Single Family,3,2.75,2960,5731,2008
14410,9/4/08,589900,4219610320,Single Family,4,2.5,3260,6902,2008
14411,5/24/07,637000,4219610330,Single Family,4,2.5,3110,6588,2007
14412,1/26/07,669531,4219610470,Single Family,4,2.5,3190,5718,2007
14413,12/26/06,620460,4219610510,Single Family,4,2.5,3130,6036,2006
14414,8/31/07,558098,4219610570,Single Family,5,2.75,3000,7622,2007
14415,8/9/07,632000,4219610600,Single Family,4,2.75,2940,6923,2007
14416,10/10/07,530000,4219610620,Single Family,4,2.5,2140,6663,2007
14417,10/15/07,629000,4219610630,Single Family,4,2.75,3200,7897,2008
14418,9/8/12,469950,4219620130,Single Family,4,2.75,3010,6115,2012
14419,5/25/10,480000,4221250050,Single Family,3,2.5,2280,4528,2003
14420,12/5/06,555000,4221250080,Single Family,3,2.5,2280,4166,2003
14421,9/15/11,412500,4221250180,Single Family,4,2.5,2320,4253,2003
14422,10/18/07,520000,4221250340,Single Family,3,2.5,2280,4757,2003
14423,4/20/07,555000,4221250410,Single Family,3,2.5,2280,4892,2003
14424,8/4/06,550000,4221250490,Single Family,3,2.5,2110,5330,2002
14425,5/17/12,400500,4221250510,Single Family,3,2.5,1790,5105,2002
14426,8/15/06,555000,4221270100,Single Family,3,2.5,1990,3984,2004
14427,8/16/07,570000,4221270190,Single Family,4,2.5,2340,4938,2005
14428,11/8/11,410000,4221270340,Single Family,3,2.5,2320,4721,2004
14429,8/23/06,579950,4221270350,Single Family,3,2.5,2320,5284,2004
14430,3/24/10,525000,4221900130,Single Family,2,1.75,1350,5000,1943
14431,10/18/07,750000,4221900175,Single Family,3,4,2190,4600,1943
14432,4/2/10,380000,4221900180,Single Family,2,1,1000,4600,1943
14433,7/21/06,1289000,4221900305,Single Family,3,2.5,4030,6300,2006
